"ID"	"adj.P.Val"	"P.Value"	"logFC"	"Gene_symbol"
"PH_hs_0032128"	"0.46397873"	"2.38e-01"	"-0.3967573"	"NEFH"
"PH_hs_0002002"	"0.46397873"	"2.38e-01"	"0.2301068"	"ZNF639"
"PH_hs_0019273"	"0.46401542"	"2.38e-01"	"-0.2705714"	"MAPK1IP1L"
"PH_hs_0016764"	"0.46404858"	"2.38e-01"	"-0.236712"	"previous version conserved probe"
"PH_hs_0046840"	"0.46404858"	"2.38e-01"	"-0.267135"	""
"PH_hs_0036459"	"0.46413815"	"2.38e-01"	"-0.2439259"	"KIR2DL2|KIR2DL1|KIR2DS5|KIR2DS2|KIR2DL3|KIR2DS4|KIR3DS1|KIR2DL4|LOC100287534|KIR3DL2|KIR3DL3|KIR2DL5B|KIR2DL5A|KIR3DL1|KIR3DL3"
"PH_hs_0006000"	"0.4641483"	"2.38e-01"	"0.2954241"	"NR2C1"
"PH_hs_0047822"	"0.46416685"	"2.38e-01"	"-0.4400768"	"PI15"
"PH_hs_0043790"	"0.46421266"	"2.38e-01"	"-0.2196249"	"ATP6V1C2"
"PH_hs_0031466"	"0.46423039"	"2.38e-01"	"-0.4218558"	""
"PH_hs_0035761"	"0.46423428"	"2.38e-01"	"-0.3392912"	"PROX2"
"PH_hs_0017799"	"0.46423428"	"2.38e-01"	"-0.3052437"	"OR2H1"
"PH_hs_0025382"	"0.46455677"	"2.38e-01"	"0.3059978"	"ACSF3"
"PH_hs_0010057"	"0.46455677"	"2.38e-01"	"0.2260381"	"SLC2A2"
"PH_hs_0047827"	"0.46459229"	"2.38e-01"	"-0.2971352"	"KCNJ6"
"PH_hs_0020873"	"0.46459229"	"2.38e-01"	"-0.2470192"	"ADORA2A-AS1"
"PH_hs_0043608"	"0.46461989"	"2.38e-01"	"0.2945603"	"FUT2"
"PH_hs_0009840"	"0.46487049"	"2.38e-01"	"-0.319777"	"LRRC33"
"PH_hs_0043042"	"0.46487049"	"2.38e-01"	"-0.6226958"	"CLRN1-AS1"
"PH_hs_0042354"	"0.46488613"	"2.38e-01"	"-0.3597019"	"CRYAB"
"PH_hs_0061944"	"0.46490162"	"2.39e-01"	"-0.252844"	"RPL6"
"PH_hs_0047879"	"0.46490162"	"2.39e-01"	"-0.3596974"	"CHRNA2"
"PH_hs_0027946"	"0.4649258"	"2.39e-01"	"-0.2609988"	"B3GALT2"
"PH_hs_0002268"	"0.46507868"	"2.39e-01"	"-0.2455718"	"WNT4"
"PH_hs_0026579"	"0.46508524"	"2.39e-01"	"-0.2537934"	"MYNN"
"PH_hs_0023175"	"0.46508551"	"2.39e-01"	"0.2426394"	"MAPKAPK3"
"PH_hs_0032316"	"0.46509512"	"2.39e-01"	"0.3082651"	"GNA11"
"PH_hs_0035270"	"0.46515946"	"2.39e-01"	"-0.2976992"	""
"PH_hs_0044459"	"0.46530804"	"2.39e-01"	"-0.4681089"	"BCAM"
"PH_hs_0003218"	"0.46535489"	"2.39e-01"	"-0.468704"	"REL"
"PH_hs_0006638"	"0.46536261"	"2.39e-01"	"-0.3140801"	"PARP15"
"PH_hs_0022442"	"0.46538443"	"2.39e-01"	"0.2394521"	"previous version conserved probe"
"PH_hs_0003093"	"0.46555197"	"2.39e-01"	"-1.8116651"	"MYOCD"
"PH_hs_0014098"	"0.46561088"	"2.39e-01"	"-0.2600468"	"HPCAL4"
"PH_hs_0005011"	"0.46562244"	"2.39e-01"	"-0.5660601"	"PTPRN"
"PH_hs_0048159"	"0.46572102"	"2.39e-01"	"-0.2678742"	"POU2F2"
"PH_hs_0024704"	"0.4657396"	"2.39e-01"	"0.3365111"	"DYDC1"
"PH_hs_0061463"	"0.46576168"	"2.39e-01"	"-0.255972"	""
"PH_hs_0027068"	"0.46577448"	"2.39e-01"	"-0.4306017"	"TSKU"
"PH_hs_0018026"	"0.46583287"	"2.39e-01"	"-0.3132522"	"LINC00301"
"PH_hs_0031165"	"0.46583287"	"2.39e-01"	"0.2504471"	"IFNA5"
"PH_hs_0002485"	"0.46602024"	"2.39e-01"	"0.2935903"	"UBP1"
"PH_hs_0045848"	"0.46603388"	"2.39e-01"	"-0.3069706"	"previous version conserved probe"
"PH_hs_0039042"	"0.46607717"	"2.39e-01"	"0.3288248"	"previous version conserved probe"
"PH_hs_0042274"	"0.46608648"	"2.40e-01"	"-0.4195565"	"UNC13A"
"PH_hs_0044920"	"0.46608648"	"2.40e-01"	"-0.2882749"	"UBD"
"PH_hs_0000368"	"0.46608648"	"2.40e-01"	"0.2327283"	"PPP4C"
"PH_hs_0006090"	"0.46609443"	"2.40e-01"	"-0.3035447"	"NTSR1"
"PH_hs_0002558"	"0.46613035"	"2.40e-01"	"-0.3005397"	"TLR3"
"PH_hs_0026760"	"0.46617123"	"2.40e-01"	"0.4109745"	"previous version conserved probe"
"PH_hs_0031563"	"0.46619451"	"2.40e-01"	"0.301568"	"LOC440040"
"PH_hs_0034615"	"0.46625688"	"2.40e-01"	"-0.451762"	"OR1J4"
"PH_hs_0043686"	"0.46637504"	"2.40e-01"	"0.2519976"	"DDT"
"PH_hs_0032743"	"0.46637504"	"2.40e-01"	"-0.7832517"	"previous version conserved probe"
"PH_hs_0022499"	"0.46637614"	"2.40e-01"	"-0.2361773"	"ORMDL3"
"PH_hs_0004339"	"0.46641649"	"2.40e-01"	"0.3510999"	"GNL2"
"PH_hs_0044297"	"0.46650593"	"2.40e-01"	"-0.3149771"	"RAPH1"
"PH_hs_0002768"	"0.46666953"	"2.40e-01"	"-0.2534659"	"PDX1"
"PH_hs_0049058"	"0.46669163"	"2.40e-01"	"-0.2290792"	"WDR36"
"PH_hs_0012270"	"0.46672308"	"2.40e-01"	"-0.2573713"	"PIK3R2"
"PH_hs_0038767"	"0.46672518"	"2.40e-01"	"0.8793908"	"USP50"
"PH_hs_0038194"	"0.46672518"	"2.40e-01"	"-0.2519405"	"MGAT3"
"PH_hs_0049027"	"0.46672518"	"2.40e-01"	"-0.2098878"	"SNTB1"
"PH_hs_0002086"	"0.46672518"	"2.40e-01"	"0.2863375"	"DLG4"
"PH_hs_0036673"	"0.46706152"	"2.40e-01"	"0.2713406"	"previous version conserved probe"
"PH_hs_0028529"	"0.46708006"	"2.40e-01"	"0.4517915"	"THBS2"
"PH_hs_0039838"	"0.46708006"	"2.40e-01"	"-0.3581646"	"MIR155HG"
"PH_hs_0046349"	"0.46722792"	"2.40e-01"	"0.3357015"	"YIPF7"
"PH_hs_0062388"	"0.46722792"	"2.40e-01"	"-0.3263502"	""
"PH_hs_0024289"	"0.46722792"	"2.40e-01"	"-0.2901234"	"TMEM38A"
"PH_hs_0014651"	"0.46767403"	"2.41e-01"	"-0.2806356"	"EPHA8"
"PH_hs_0006304"	"0.46770291"	"2.41e-01"	"0.2433514"	"LOC100506289"
"PH_hs_0023635"	"0.46770291"	"2.41e-01"	"-0.448566"	"KCNH4"
"PH_hs_0046516"	"0.46770291"	"2.41e-01"	"-0.4019232"	"previous version conserved probe"
"PH_hs_0034473"	"0.46771063"	"2.41e-01"	"-0.3928587"	"LOC728637"
"PH_hs_0016820"	"0.46771063"	"2.41e-01"	"-0.2629008"	"ACTRT1"
"PH_hs_0013972"	"0.46794176"	"2.41e-01"	"-0.2127521"	"previous version conserved probe"
"PH_hs_0001036"	"0.46794176"	"2.41e-01"	"0.3721921"	"PKNOX2"
"PH_hs_0009089"	"0.46794176"	"2.41e-01"	"-0.2461488"	""
"PH_hs_0048543"	"0.46799417"	"2.41e-01"	"-0.2581244"	"SLC39A9"
"PH_hs_0043655"	"0.46800147"	"2.41e-01"	"-0.4337679"	""
"PH_hs_0049005"	"0.46800147"	"2.41e-01"	"-0.2451017"	"GPRIN3"
"PH_hs_0018233"	"0.46813771"	"2.41e-01"	"-0.3151892"	"SIRT2"
"PH_hs_0041028"	"0.46814636"	"2.41e-01"	"0.2498354"	"CCSAP"
"PH_hs_0035313"	"0.46830854"	"2.41e-01"	"-0.2859134"	"HLA-DPA1"
"PH_hs_0047748"	"0.46830854"	"2.41e-01"	"0.2226123"	"SRFBP1"
"PH_hs_0000309"	"0.46830854"	"2.41e-01"	"-0.2807376"	"VSNL1"
"PH_hs_0033027"	"0.46835793"	"2.41e-01"	"-0.2365695"	"SIK1"
"PH_hs_0045601"	"0.46840306"	"2.41e-01"	"0.2594164"	"DOCK9"
"PH_hs_0048814"	"0.46840306"	"2.41e-01"	"0.3527091"	"CDHR3"
"PH_hs_0061741"	"0.46842085"	"2.41e-01"	"-0.4045206"	"CRB2"
"PH_hs_0018444"	"0.46842085"	"2.41e-01"	"0.34856"	"BTBD7"
"PH_hs_0035767"	"0.46842085"	"2.41e-01"	"-0.2280745"	"R3HCC1"
"PH_hs_0060840"	"0.46842085"	"2.41e-01"	"-0.4311556"	"LCE1E"
"PH_hs_0015724"	"0.46842085"	"2.41e-01"	"-0.2725753"	"GPR84"
"PH_hs_0060870"	"0.46842085"	"2.41e-01"	"-0.2727879"	"LHX6"
"PH_hs_0036017"	"0.46842085"	"2.41e-01"	"0.2859841"	"ALG8"
"PH_hs_0040317"	"0.46842085"	"2.41e-01"	"0.274901"	"MTSS1L"
"PH_hs_0004994"	"0.46848483"	"2.42e-01"	"0.2885758"	"PSMB4"
"PH_hs_0062269"	"0.46850086"	"2.42e-01"	"-0.3836233"	"MBD3L2|MBD3L3|MBD3L4|MBD3L5"
"PH_hs_0060594"	"0.4685344"	"2.42e-01"	"-0.5583767"	"CDH19"
"PH_hs_0033714"	"0.46854065"	"2.42e-01"	"-0.2257529"	"previous version conserved probe"
"PH_hs_0000650"	"0.46867237"	"2.42e-01"	"0.2641708"	"MON1A"
"PH_hs_0006445"	"0.46880436"	"2.42e-01"	"-0.2679228"	"TNRC6B"
"PH_hs_0033243"	"0.46880436"	"2.42e-01"	"0.2776246"	"CORO1A"
"PH_hs_0005655"	"0.46880436"	"2.42e-01"	"-0.2313663"	"SLITRK3"
"PH_hs_0060986"	"0.46880436"	"2.42e-01"	"-0.3159953"	"SKI"
"PH_hs_0049659"	"0.46880436"	"2.42e-01"	"-0.2460194"	"MUC16"
"PH_hs_0014678"	"0.46882694"	"2.42e-01"	"0.2647273"	"ZNF853"
"PH_hs_0001449"	"0.46882694"	"2.42e-01"	"0.3109667"	"ZFAT"
"PH_hs_0042295"	"0.46882694"	"2.42e-01"	"0.2467369"	"CD6"
"PH_hs_0042482"	"0.46888028"	"2.42e-01"	"-0.2331536"	"CDCP2"
"PH_hs_0012295"	"0.46888028"	"2.42e-01"	"-0.2862501"	"BCMO1"
"PH_hs_0007282"	"0.46890822"	"2.42e-01"	"-0.3481959"	"TEKT2"
"PH_hs_0045202"	"0.46890822"	"2.42e-01"	"-0.2991219"	"previous version conserved probe"
"PH_hs_0020583"	"0.46890822"	"2.42e-01"	"0.3493864"	"KCNH6"
"PH_hs_0030106"	"0.46890822"	"2.42e-01"	"-0.2143155"	"C21orf33"
"PH_hs_0010709"	"0.46890822"	"2.42e-01"	"-0.2769826"	"IRGC"
"PH_hs_0042335"	"0.46890822"	"2.42e-01"	"-0.2667023"	"previous version conserved probe"
"PH_hs_0000306"	"0.46890822"	"2.42e-01"	"-0.2815007"	"CD3G"
"PH_hs_0030496"	"0.46896692"	"2.42e-01"	"0.242508"	"previous version conserved probe"
"PH_hs_0047435"	"0.46900732"	"2.42e-01"	"-0.2434756"	"ZCCHC4"
"PH_hs_0023639"	"0.46900858"	"2.42e-01"	"-0.5472853"	"ANGPTL1"
"PH_hs_0032792"	"0.46907224"	"2.42e-01"	"-0.4719721"	"ARSH"
"PH_hs_0042131"	"0.46913229"	"2.42e-01"	"-0.4482655"	"UNC5B"
"PH_hs_0017380"	"0.46923074"	"2.42e-01"	"-0.2681224"	"LRCH1"
"PH_hs_0061336"	"0.46923733"	"2.42e-01"	"-0.3028265"	""
"PH_hs_0046287"	"0.46932053"	"2.42e-01"	"-0.5453173"	"ALDH1L2"
"PH_hs_0060375"	"0.46932053"	"2.42e-01"	"-0.4531636"	""
"PH_hs_0031926"	"0.46945956"	"2.42e-01"	"-0.2930647"	"previous version conserved probe"
"PH_hs_0012819"	"0.46945956"	"2.42e-01"	"0.2513699"	"NOL10"
"PH_hs_0025490"	"0.46957168"	"2.43e-01"	"-0.2078521"	"GLI1"
"PH_hs_0035321"	"0.46957168"	"2.43e-01"	"-0.3160636"	"SRP19"
"PH_hs_0045684"	"0.46962269"	"2.43e-01"	"-0.2388263"	"BAGE"
"PH_hs_0025916"	"0.46963307"	"2.43e-01"	"0.2352784"	"SERINC2"
"PH_hs_0005303"	"0.46963307"	"2.43e-01"	"-0.4157765"	"RNF17"
"PH_hs_0045846"	"0.46964672"	"2.43e-01"	"0.2903449"	"TBXAS1"
"PH_hs_0031495"	"0.46970761"	"2.43e-01"	"-0.3595268"	"SDR16C6P"
"PH_hs_0000832"	"0.46970761"	"2.43e-01"	"-0.2527898"	"HENMT1"
"PH_hs_0008122"	"0.46970761"	"2.43e-01"	"-0.3713471"	"EFCC1"
"PH_hs_0031603"	"0.46970761"	"2.43e-01"	"-0.2251445"	"previous version conserved probe"
"PH_hs_0029827"	"0.46990067"	"2.43e-01"	"-0.22294"	"COX6C"
"PH_hs_0005589"	"0.4699837"	"2.43e-01"	"0.2550473"	"MS4A3"
"PH_hs_0032598"	"0.47011682"	"2.43e-01"	"0.245348"	"ARL16"
"PH_hs_0014056"	"0.47011682"	"2.43e-01"	"-0.2613004"	"IL26"
"PH_hs_0007308"	"0.47018891"	"2.43e-01"	"-0.2614557"	"LOC283710"
"PH_hs_0024359"	"0.47031391"	"2.43e-01"	"-0.380691"	""
"PH_hs_0041171"	"0.51569148"	"2.84e-01"	"-0.5950043"	"HERC1"
"PH_hs_0022375"	"0.4703803"	"2.43e-01"	"0.3259291"	"previous version conserved probe"
"PH_hs_0044580"	"0.4703803"	"2.43e-01"	"-0.5309393"	"CD74"
"PH_hs_0024917"	"0.4703803"	"2.43e-01"	"0.2174177"	"POP4"
"PH_hs_0030533"	"0.47049322"	"2.43e-01"	"-0.2212465"	"EIF2S3"
"PH_hs_0013018"	"0.47049322"	"2.43e-01"	"-0.4149336"	"previous version conserved probe"
"PH_hs_0029891"	"0.47057761"	"2.43e-01"	"-0.2544205"	"MKI67IP"
"PH_hs_0017048"	"0.47057761"	"2.43e-01"	"0.6155474"	"GPR82"
"PH_hs_0022596"	"0.47069509"	"2.43e-01"	"-0.2680925"	"CAMKV"
"PH_hs_0023322"	"0.47069509"	"2.44e-01"	"-0.2656772"	"GLDN"
"PH_hs_0030907"	"0.47070308"	"2.44e-01"	"0.3993919"	"previous version conserved probe"
"PH_hs_0045789"	"0.47071601"	"2.44e-01"	"0.3623969"	"NACA"
"PH_hs_0005777"	"0.47073029"	"2.44e-01"	"0.2509879"	"MOK"
"PH_hs_0000383"	"0.47083726"	"2.44e-01"	"-0.2908089"	"ZBTB6"
"PH_hs_0026325"	"0.47101018"	"2.44e-01"	"-0.4702743"	"GPR142"
"PH_hs_0027564"	"0.47122245"	"2.44e-01"	"-0.2556799"	"SHD"
"PH_hs_0045308"	"0.47130301"	"2.44e-01"	"-0.2443091"	""
"PH_hs_0001043"	"0.47130301"	"2.44e-01"	"-0.232807"	"MUL1"
"PH_hs_0060415"	"0.47138439"	"2.44e-01"	"-0.2871151"	""
"PH_hs_0046325"	"0.47138439"	"2.44e-01"	"-0.6451334"	"MAP7D2"
"PH_hs_0045062"	"0.47138928"	"2.44e-01"	"-0.4225685"	"OAS2"
"PH_hs_0062418"	"0.47141784"	"2.44e-01"	"-0.2640377"	"LOC728637"
"PH_hs_0025079"	"0.47145579"	"2.44e-01"	"0.3099569"	"PTPN1"
"PH_hs_0011380"	"0.47145579"	"2.44e-01"	"-0.3220836"	"GRAP2"
"PH_hs_0010010"	"0.47145579"	"2.44e-01"	"-0.2310416"	"CHRD"
"PH_hs_0024029"	"0.47145579"	"2.44e-01"	"0.2555224"	"MYOF"
"PH_hs_0004556"	"0.47145579"	"2.44e-01"	"-0.234626"	"RABGGTB"
"PH_hs_0035868"	"0.47145579"	"2.44e-01"	"0.3685137"	"C2CD3"
"PH_hs_0008845"	"0.47148563"	"2.44e-01"	"-0.3041705"	"LOC415056"
"PH_hs_0018318"	"0.47148563"	"2.44e-01"	"0.2268565"	"CCDC79"
"PH_hs_0003634"	"0.47149993"	"2.44e-01"	"-0.2772635"	"KRT25"
"PH_hs_0061010"	"0.47161278"	"2.44e-01"	"-0.2262643"	"DPH1|OVCA2"
"PH_hs_0045719"	"0.47171032"	"2.44e-01"	"-0.2531693"	""
"PH_hs_0001493"	"0.47175193"	"2.44e-01"	"-0.3877587"	"RAD17"
"PH_hs_0020027"	"0.47189784"	"2.45e-01"	"0.436582"	"HSPA2"
"PH_hs_0017351"	"0.47189784"	"2.45e-01"	"-0.4954985"	"BPIFA3"
"PH_hs_0027224"	"0.47189784"	"2.45e-01"	"0.51806"	"UQCRC1"
"PH_hs_0027165"	"0.47189784"	"2.45e-01"	"-0.2654916"	"C7orf26"
"PH_hs_0022298"	"0.4719859"	"2.45e-01"	"0.3727367"	"ASCC1"
"PH_hs_0035508"	"0.47201422"	"2.45e-01"	"-0.2526625"	"GRK7"
"PH_hs_0040562"	"0.47206581"	"2.45e-01"	"-0.4105535"	"previous version conserved probe"
"PH_hs_0040578"	"0.47206581"	"2.45e-01"	"0.7187187"	"CCDC82"
"PH_hs_0028934"	"0.47212476"	"2.45e-01"	"0.3582832"	"previous version conserved probe"
"PH_hs_0009911"	"0.47218415"	"2.45e-01"	"-0.2909712"	"previous version conserved probe"
"PH_hs_0016522"	"0.47218415"	"2.45e-01"	"-0.3374551"	"previous version conserved probe"
"PH_hs_0018424"	"0.47218415"	"2.45e-01"	"0.2583847"	"SHB"
"PH_hs_0062323"	"0.47218415"	"2.45e-01"	"-0.2995757"	""
"PH_hs_0000861"	"0.47218415"	"2.45e-01"	"-0.2769809"	"SYT4"
"PH_hs_0024082"	"0.47228025"	"2.45e-01"	"-0.2288865"	"TBX3"
"PH_hs_0006400"	"0.47242775"	"2.45e-01"	"-0.2879171"	"TRIP4"
"PH_hs_0027556"	"0.47247671"	"2.45e-01"	"-0.3220073"	"previous version conserved probe"
"PH_hs_0025550"	"0.47247765"	"2.45e-01"	"0.3806044"	"SOCS3"
"PH_hs_0027352"	"0.47249842"	"2.45e-01"	"-0.3923744"	"ZNF304"
"PH_hs_0035814"	"0.47249842"	"2.45e-01"	"-0.2260272"	"RPS19BP1"
"PH_hs_0043035"	"0.47249842"	"2.45e-01"	"-0.5696858"	"PATE3"
"PH_hs_0047603"	"0.47254395"	"2.45e-01"	"-0.2426231"	"RNF24"
"PH_hs_0031972"	"0.47254395"	"2.45e-01"	"-0.2426681"	"KMO"
"PH_hs_0017238"	"0.47254395"	"2.45e-01"	"0.2321497"	"AGPAT6"
"PH_hs_0035329"	"0.47255388"	"2.45e-01"	"0.2415246"	"JTB"
"PH_hs_0023976"	"0.47272536"	"2.45e-01"	"0.2199873"	"NUFIP2"
"PH_hs_0026354"	"0.47276175"	"2.45e-01"	"-0.3812517"	"PDXK"
"PH_hs_0015493"	"0.47281303"	"2.45e-01"	"-0.2435703"	"RPRD1A"
"PH_hs_0027042"	"0.47281303"	"2.45e-01"	"0.2897401"	"RPN1"
"PH_hs_0031808"	"0.47291663"	"2.45e-01"	"-0.2940941"	"PRSS45"
"PH_hs_0025683"	"0.47297684"	"2.46e-01"	"0.2064433"	"INSR"
"PH_hs_0046179"	"0.47315413"	"2.46e-01"	"-0.2468262"	"DOK3"
"PH_hs_0022788"	"0.47315413"	"2.46e-01"	"-0.3834226"	"LHCGR"
"PH_hs_0016105"	"0.47315413"	"2.46e-01"	"-0.2969526"	"NXF1"
"PH_hs_0046283"	"0.47316409"	"2.46e-01"	"-0.2306936"	"KCTD7"
"PH_hs_0013636"	"0.47328856"	"2.46e-01"	"0.2799695"	"IARS2"
"PH_hs_0032569"	"0.47331069"	"2.46e-01"	"-0.2203875"	"previous version conserved probe"
"PH_hs_0011415"	"0.47331069"	"2.46e-01"	"-0.3548682"	"BCL10"
"PH_hs_0060458"	"0.47333038"	"2.46e-01"	"-0.2798392"	"AGAP1"
"PH_hs_0022857"	"0.47334381"	"2.46e-01"	"0.2703682"	"TNFSF8"
"PH_hs_0007478"	"0.47334381"	"2.46e-01"	"0.3842457"	"OPHN1"
"PH_hs_0025002"	"0.47334381"	"2.46e-01"	"0.2642067"	"THBS4"
"PH_hs_0060325"	"0.47365648"	"2.46e-01"	"-0.2190307"	"C7orf72"
"PH_hs_0060272"	"0.4736814"	"2.46e-01"	"-0.2386888"	"EPPIN-WFDC6"
"PH_hs_0030038"	"0.47369529"	"2.46e-01"	"-0.23209"	"RTN3"
"PH_hs_0062304"	"0.47373603"	"2.46e-01"	"-0.2650449"	"MMP23B|MMP23A"
"PH_hs_0015052"	"0.47374681"	"2.46e-01"	"-0.2605612"	"previous version conserved probe"
"PH_hs_0033952"	"0.47375461"	"2.46e-01"	"-0.422425"	""
"PH_hs_0060530"	"0.47376879"	"2.46e-01"	"-0.5698619"	"MBD2"
"PH_hs_0033411"	"0.47377392"	"2.46e-01"	"0.3380741"	"LTF"
"PH_hs_0023777"	"0.473848"	"2.46e-01"	"-0.5690245"	"TCF7L1"
"PH_hs_0009115"	"0.47385932"	"2.46e-01"	"-0.2398542"	"PMFBP1"
"PH_hs_0012690"	"0.47388521"	"2.46e-01"	"-0.6356589"	"PCDHB9"
"PH_hs_0045034"	"0.47393346"	"2.46e-01"	"-0.5111017"	"SP100"
"PH_hs_0062192"	"0.47393346"	"2.46e-01"	"-0.2465088"	"ZFAND6|ATP8B5P"
"PH_hs_0035713"	"0.47397391"	"2.46e-01"	"-0.2390232"	"ZNF808"
"PH_hs_0047657"	"0.47400495"	"2.46e-01"	"-0.2609491"	"PLEKHF2"
"PH_hs_0033232"	"0.47403247"	"2.46e-01"	"0.3965671"	"LYPLA2"
"PH_hs_0003849"	"0.47409772"	"2.47e-01"	"-0.2533693"	"previous version conserved probe"
"PH_hs_0008130"	"0.47409772"	"2.47e-01"	"0.3100912"	"BRWD3"
"PH_hs_0045905"	"0.47409772"	"2.47e-01"	"0.2321811"	"BAG4"
"PH_hs_0031205"	"0.47419163"	"2.47e-01"	"-0.2992567"	"SCGB2A2"
"PH_hs_0035463"	"0.47430702"	"2.47e-01"	"0.2495081"	"MYL6"
"PH_hs_0062503"	"0.47437882"	"2.47e-01"	"-0.4861194"	"LOC100652741"
"PH_hs_0005075"	"0.4744128"	"2.47e-01"	"-0.3981353"	"GABRA2"
"PH_hs_0042602"	"0.4744128"	"2.47e-01"	"-0.229433"	"OR5R1"
"PH_hs_0027700"	"0.47443329"	"2.47e-01"	"0.3552628"	"ZFP36L2"
"PH_hs_0047465"	"0.47449773"	"2.47e-01"	"-0.3624897"	"THAP9"
"PH_hs_0046925"	"0.47450363"	"2.47e-01"	"-0.2949213"	"LOC646999"
"PH_hs_0004650"	"0.47454465"	"2.47e-01"	"-0.2366826"	"NTS"
"PH_hs_0010045"	"0.47454465"	"2.47e-01"	"-0.3834512"	"TCTN2"
"PH_hs_0045542"	"0.47454465"	"2.47e-01"	"-0.2484434"	"AMELX"
"PH_hs_0036624"	"0.47458517"	"2.47e-01"	"0.2240258"	"PIN1P1"
"PH_hs_0024696"	"0.47460563"	"2.47e-01"	"-0.2386534"	"GRASP"
"PH_hs_0047078"	"0.47474166"	"2.47e-01"	"-0.5493346"	"LOC100652930"
"PH_hs_0016259"	"0.4748073"	"2.47e-01"	"-0.2479845"	"C16orf54"
"PH_hs_0031180"	"0.47490652"	"2.47e-01"	"0.4166459"	"CBL"
"PH_hs_0046225"	"0.47497699"	"2.47e-01"	"0.3206233"	"NT5C1B"
"PH_hs_0046766"	"0.47497699"	"2.47e-01"	"-0.2943779"	"previous version conserved probe"
"PH_hs_0060157"	"0.47497699"	"2.47e-01"	"-0.2527037"	"C11orf70"
"PH_hs_0042728"	"0.47497699"	"2.47e-01"	"-0.4814716"	"KLRC4"
"PH_hs_0022835"	"0.47497699"	"2.47e-01"	"0.2427397"	"FRMD4A"
"PH_hs_0062491"	"0.47498172"	"2.47e-01"	"-0.6571761"	"FAM90A1|FAM90A7P|LOC101060621|FAM90A25P"
"PH_hs_0045105"	"0.47498172"	"2.47e-01"	"-0.2836844"	"TAOK2"
"PH_hs_0042671"	"0.47498172"	"2.47e-01"	"-0.2597141"	"OR10A7"
"PH_hs_0001910"	"0.47500662"	"2.47e-01"	"-0.2506087"	"NIF3L1"
"PH_hs_0045147"	"0.47500662"	"2.47e-01"	"0.2408872"	"FAM110C"
"PH_hs_0041076"	"0.4750181"	"2.47e-01"	"0.352491"	"STX17"
"PH_hs_0015585"	"0.47503604"	"2.47e-01"	"0.2635271"	"LRP12"
"PH_hs_0001436"	"0.47507265"	"2.47e-01"	"-0.2523768"	"FNDC5"
"PH_hs_0032203"	"0.47523172"	"2.48e-01"	"-0.3513378"	"TPRXL"
"PH_hs_0062542"	"0.47529108"	"2.48e-01"	"-0.3781017"	"LOC100132705|LOC100132900"
"PH_hs_0016857"	"0.475426"	"2.48e-01"	"0.2358593"	"AS3MT|C10orf32-AS3MT"
"PH_hs_0032652"	"0.47543911"	"2.48e-01"	"-0.292238"	"NPAS2"
"PH_hs_0000043"	"0.47544665"	"2.48e-01"	"-0.2462772"	"P2RY2"
"PH_hs_0004878"	"0.47546189"	"2.48e-01"	"-0.2951653"	"BRD3"
"PH_hs_0027054"	"0.47546189"	"2.48e-01"	"0.2157985"	"TH1L"
"PH_hs_0004628"	"0.47548977"	"2.48e-01"	"-0.250102"	"KDM5D"
"PH_hs_0017590"	"0.47554501"	"2.48e-01"	"-0.3274215"	""
"PH_hs_0026886"	"0.47563773"	"2.48e-01"	"0.284935"	"EED"
"PH_hs_0038632"	"0.47563773"	"2.48e-01"	"0.2445827"	"TTPA"
"PH_hs_0035934"	"0.47563773"	"2.48e-01"	"-0.2403934"	"previous version conserved probe"
"PH_hs_0045820"	"0.47563773"	"2.48e-01"	"0.2352788"	"PTPRJ"
"PH_hs_0060260"	"0.47578364"	"2.48e-01"	"-0.2893874"	"LOC101059908"
"PH_hs_0001928"	"0.47581039"	"2.48e-01"	"0.2799233"	"SGSM3"
"PH_hs_0026013"	"0.47581039"	"2.48e-01"	"0.2061677"	"PEX26"
"PH_hs_0026133"	"0.47581039"	"2.48e-01"	"-0.2536105"	""
"PH_hs_0024791"	"0.47581039"	"2.48e-01"	"-0.4254633"	"PELP1"
"PH_hs_0024542"	"0.47596259"	"2.48e-01"	"0.3979609"	"FH"
"PH_hs_0000469"	"0.47598018"	"2.48e-01"	"0.3126165"	"VAV2"
"PH_hs_0030371"	"0.4759933"	"2.48e-01"	"0.2684503"	"EXOC3"
"PH_hs_0034728"	"0.4759933"	"2.48e-01"	"-0.2133106"	"PRR23C"
"PH_hs_0042227"	"0.4759933"	"2.48e-01"	"-0.4367666"	"CST5"
"PH_hs_0000201"	"0.47603579"	"2.48e-01"	"0.2893894"	"SDC2"
"PH_hs_0061507"	"0.47610023"	"2.48e-01"	"-0.248965"	"RAB15"
"PH_hs_0045518"	"0.47610023"	"2.48e-01"	"-0.2657284"	"PCDHA10"
"PH_hs_0044956"	"0.47610023"	"2.48e-01"	"-0.2868833"	"CEP170P1"
"PH_hs_0022566"	"0.47610023"	"2.48e-01"	"0.3039157"	"INCENP"
"PH_hs_0048463"	"0.47610023"	"2.48e-01"	"-0.2214636"	"CREBZF"
"PH_hs_0032002"	"0.47610023"	"2.48e-01"	"-0.4314514"	"STARD9"
"PH_hs_0014061"	"0.47612433"	"2.48e-01"	"-0.5002965"	"IMPG2"
"PH_hs_0011533"	"0.47623272"	"2.49e-01"	"0.4545197"	"FCRL2"
